idx	v_val	p_in	v_vec	time
1074	0.12986293445533723	[0.09, 0.3999999999999998, 0.0]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 3.74465719e-17]"	4.877887725830078
1075	0.12967036995036213	[0.09, 0.3999999999999998, 0.01]	"[5.21479684e-17 1.21350837e-17 5.13621040e-17 1.59963965e-16
 1.00000000e+00 1.70801949e-17 2.25663863e-17]"	4.123852014541626
1076	0.12939780544538704	[0.09, 0.3999999999999998, 0.02]	"[0.00000000e+00 1.14748864e-16 4.20400316e-17 0.00000000e+00
 1.00000000e+00 6.22997622e-17 1.21067042e-16]"	4.528148174285889
1077	0.13002343011677345	[0.09, 0.4099999999999998, 0.0]	"[4.40721145e-17 3.34502352e-17 8.14034862e-17 0.00000000e+00
 1.00000000e+00 2.25194167e-18 5.74139247e-17]"	4.984591484069824
1078	0.12975086561179727	[0.09, 0.4099999999999998, 0.01]	"[6.68111006e-16 0.00000000e+00 4.41922297e-16 1.20586686e-14
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.857368469238281
1079	0.12939830110682324	[0.09, 0.4099999999999998, 0.02]	"[0.00000000e+00 1.22759664e-18 0.00000000e+00 0.00000000e+00
 1.00000000e+00 5.11203889e-18 6.81621708e-17]"	4.311743497848511
1080	0.13010392577820973	[0.09, 0.4199999999999998, 0.0]	"[0.00000000e+00 1.04941992e-16 9.06477258e-17 0.00000000e+00
 1.00000000e+00 6.13765142e-17 1.25103167e-16]"	5.030121564865112
1081	0.1297513612732346	[0.09, 0.4199999999999998, 0.01]	"[3.93732424e-18 1.19754272e-16 5.39796923e-18 0.00000000e+00
 1.00000000e+00 5.22229235e-17 1.08490335e-16]"	4.498414039611816
1082	0.1293187967682595	[0.09, 0.4199999999999998, 0.02]	"[2.76475378e-17 9.44879542e-17 4.30740701e-17 0.00000000e+00
 1.00000000e+00 4.30072132e-17 1.74532549e-17]"	4.466665029525757
1083	0.13010442143964313	[0.09, 0.4299999999999998, 0.0]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 4.98697129e-14 0.00000000e+00]"	10.085690259933472
1084	0.12967185693467087	[0.09, 0.4299999999999998, 0.01]	"[0.00000000e+00 3.71759376e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 8.42128193e-18 1.02660100e-16]"	4.298266172409058
1085	0.12915929242969582	[0.09, 0.4299999999999998, 0.02]	"[5.61471165e-17 6.11030862e-17 1.03139463e-16 8.00879513e-17
 1.00000000e+00 3.48539533e-17 1.05373490e-16]"	4.252811670303345
1086	0.13002491710108222	[0.09, 0.43999999999999984, 0.0]	"[5.47619049e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 3.15963179e-17 0.00000000e+00]"	4.875704765319824
1087	0.12951235259610638	[0.09, 0.43999999999999984, 0.01]	"[0.00000000e+00 0.00000000e+00 2.15746339e-15 0.00000000e+00
 1.00000000e+00 4.45055515e-16 1.12943724e-14]"	5.048025369644165
1088	0.128919788091132	[0.09, 0.43999999999999984, 0.02]	"[0.00000000e+00 0.00000000e+00 5.42169190e-17 0.00000000e+00
 1.00000000e+00 5.22645510e-18 3.52645405e-17]"	4.676724195480347
1089	0.12986541276251073	[0.09, 0.44999999999999984, 0.0]	"[0.00000000e+00 3.83837333e-14 3.81526313e-14 5.99195903e-14
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	6.275723457336426
1090	0.12927284825754334	[0.09, 0.44999999999999984, 0.01]	"[1.03171846e-17 1.24660103e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 4.03784889e-17]"	4.23568058013916
1091	0.12860028375257587	[0.09, 0.44999999999999984, 0.02]	"[1.89409862e-16 0.00000000e+00 5.83987907e-19 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.802672386169434
1092	0.12962590842395472	[0.09, 0.45999999999999985, 0.0]	"[3.14051626e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 4.93698874e-17]"	5.027639865875244
1093	0.12895334391897958	[0.09, 0.45999999999999985, 0.01]	"[0.00000000e+00 0.00000000e+00 2.06590118e-17 0.00000000e+00
 1.00000000e+00 0.00000000e+00 6.71597197e-17]"	4.295475482940674
1094	0.1282007794140045	[0.09, 0.45999999999999985, 0.02]	"[0.00000000e+00 7.67568182e-17 6.64469453e-17 0.00000000e+00
 1.00000000e+00 3.81071761e-17 0.00000000e+00]"	4.273196220397949
1095	0.12930640408539099	[0.09, 0.46999999999999986, 0.0]	"[0.00000000e+00 7.46270988e-17 5.97018794e-17 0.00000000e+00
 1.00000000e+00 6.03393361e-17 4.61441176e-17]"	4.89630389213562
1096	0.12855383958042832	[0.09, 0.46999999999999986, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 2.21730425e-15
 1.00000000e+00 2.73262369e-18 6.52148662e-17]"	4.793949365615845
1097	0.1277212750754408	[0.09, 0.46999999999999986, 0.02]	"[7.08815526e-17 0.00000000e+00 0.00000000e+00 1.47644093e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.249277591705322
1098	0.12890689974682723	[0.09, 0.47999999999999976, 0.0]	"[0.00000000e+00 2.86769403e-17 2.24647280e-17 0.00000000e+00
 1.00000000e+00 1.57054501e-19 0.00000000e+00]"	5.043957233428955
1099	0.12807433524185213	[0.09, 0.47999999999999976, 0.01]	"[0.00000000e+00 0.00000000e+00 1.14400304e-17 4.89855197e-17
 1.00000000e+00 2.38563622e-18 3.69944323e-17]"	4.636770963668823
1100	0.12716177073687707	[0.09, 0.47999999999999976, 0.02]	"[0.00000000e+00 2.70031635e-18 6.47028643e-18 0.00000000e+00
 1.00000000e+00 2.02656055e-18 5.58539617e-17]"	4.345848321914673
1101	0.1284273954082635	[0.09, 0.48999999999999977, 0.0]	"[1.43345764e-16 5.16220831e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 1.73368743e-17 1.69216647e-16]"	4.797029495239258
1102	0.12751483090328838	[0.09, 0.48999999999999977, 0.01]	"[1.09523244e-17 9.72467855e-17 1.88617612e-17 0.00000000e+00
 1.00000000e+00 6.59467063e-17 0.00000000e+00]"	4.4425201416015625
1103	0.1265222663983133	[0.09, 0.48999999999999977, 0.02]	"[0.00000000e+00 5.36421767e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 4.76731052e-17 1.51532285e-16]"	3.6954612731933594
1104	0.12786789106969976	[0.09, 0.4999999999999998, 0.0]	"[0.00000000e+00 2.21733266e-17 1.96473910e-16 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.3462464809417725
1105	0.12687532656472464	[0.09, 0.4999999999999998, 0.01]	"[0.00000000e+00 1.44910337e-16 8.20905076e-17 0.00000000e+00
 1.00000000e+00 5.25658607e-17 1.53191603e-16]"	4.230777740478516
1106	0.12580276205974955	[0.09, 0.4999999999999998, 0.02]	"[7.61886659e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 2.14871066e-16 9.83464030e-16]"	4.245009660720825
1107	0.0863530167787306	[0.09999999999999999, 0.1, 0.0]	"[1.22938541e-01 3.82122595e-18 0.00000000e+00 0.00000000e+00
 8.77061459e-01 1.38777929e-17 1.38777954e-17]"	8.25822925567627
1108	0.08790805583061304	[0.09999999999999999, 0.1, 0.01]	"[1.30412678e-01 3.19556131e-17 1.31729258e-16 1.91552183e-16
 8.69587322e-01 0.00000000e+00 1.22279777e-16]"	16.69994807243347
1109	0.08938122100302259	[0.09999999999999999, 0.1, 0.02]	"[1.37381398e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.62618602e-01 0.00000000e+00 1.83814709e-16]"	6.446436405181885
1110	0.08953149091969752	[0.09999999999999999, 0.11, 0.0]	"[1.09438176e-01 7.94019516e-17 1.18986923e-17 0.00000000e+00
 8.90561824e-01 0.00000000e+00 8.13908404e-17]"	7.788091421127319
1111	0.09106663225752748	[0.09999999999999999, 0.11, 0.01]	"[1.16802791e-01 6.11889692e-18 0.00000000e+00 1.03080096e-17
 8.83197209e-01 0.00000000e+00 0.00000000e+00]"	11.529350757598877
1112	0.09251774714015197	[0.09999999999999999, 0.11, 0.02]	[0.1236486 0.        0.        0.        0.8763514 0.        0.       ]	11.916683197021484
1113	0.09253941778593884	[0.09999999999999999, 0.12, 0.0]	"[9.69243346e-02 1.69565566e-16 1.47929948e-16 3.32549844e-17
 9.03075665e-01 0.00000000e+00 0.00000000e+00]"	8.59754729270935
1114	0.09405120572649972	[0.09999999999999999, 0.12, 0.01]	"[1.04193329e-01 0.00000000e+00 8.43703073e-17 0.00000000e+00
 8.95806671e-01 8.98362544e-17 0.00000000e+00]"	11.28713059425354
1115	0.09547694812267603	[0.09999999999999999, 0.12, 0.02]	"[1.10960487e-01 5.92722243e-16 1.06723628e-15 1.12236700e-09
 8.89039512e-01 7.48674235e-17 0.00000000e+00]"	16.385202646255493
1116	0.09538583699027832	[0.09999999999999999, 0.13, 0.0]	"[8.52845759e-02 1.91371457e-16 0.00000000e+00 0.00000000e+00
 9.14715424e-01 4.18144162e-16 6.98688487e-16]"	9.96489691734314
1117	0.09687105127841945	[0.09999999999999999, 0.13, 0.01]	"[9.24605584e-02 9.34966381e-17 4.60636396e-17 0.00000000e+00
 9.07539442e-01 2.01471563e-18 0.00000000e+00]"	7.9171528816223145
1118	0.09826832147627797	[0.09999999999999999, 0.13, 0.02]	"[9.90911982e-02 0.00000000e+00 9.61522143e-17 0.00000000e+00
 9.00908802e-01 6.81829659e-18 1.68501239e-16]"	6.438347339630127
1119	0.09807847092559122	[0.09999999999999999, 0.13999999999999999, 0.0]	"[7.44191053e-02 0.00000000e+00 8.72223703e-17 7.87873690e-16
 9.25580895e-01 9.07892192e-18 0.00000000e+00]"	7.662757635116577
1120	0.09953409784608314	[0.09999999999999999, 0.13999999999999999, 0.01]	"[8.14593888e-02 2.53919121e-17 0.00000000e+00 0.00000000e+00
 9.18540611e-01 4.17350130e-17 6.38005786e-17]"	23.151277780532837
1121	0.10089999253863255	[0.09999999999999999, 0.13999999999999999, 0.02]	"[8.79799493e-02 3.92364678e-17 0.00000000e+00 1.28450258e-16
 9.12020051e-01 0.00000000e+00 1.28226052e-16]"	7.036945581436157
1122	0.10062399535641497	[0.09999999999999999, 0.14999999999999997, 0.0]	"[6.42115498e-02 2.48165713e-17 0.00000000e+00 0.00000000e+00
 9.35788450e-01 0.00000000e+00 4.90120207e-17]"	8.615581512451172
1123	0.10204720378124098	[0.09999999999999999, 0.14999999999999997, 0.01]	"[7.11291544e-02 7.97684352e-19 1.97152779e-17 9.68204842e-17
 9.28870846e-01 6.55144687e-20 0.00000000e+00]"	10.80479097366333
1124	0.10337899303067345	[0.09999999999999999, 0.14999999999999997, 0.02]	"[7.75327794e-02 4.34290986e-17 2.92815660e-18 3.39261630e-17
 9.22467221e-01 0.00000000e+00 2.42770697e-17]"	8.642718315124512
1125	0.10302824102306386	[0.09999999999999999, 0.15999999999999998, 0.0]	"[5.45828172e-02 0.00000000e+00 0.00000000e+00 7.05464202e-17
 9.45417183e-01 0.00000000e+00 0.00000000e+00]"	8.69125485420227
1126	0.10441636267888467	[0.09999999999999999, 0.15999999999999998, 0.01]	"[6.13571183e-02 6.20969306e-17 2.36811494e-17 0.00000000e+00
 9.38642882e-01 3.78398558e-17 0.00000000e+00]"	10.384365558624268
1127	0.10571147160005066	[0.09999999999999999, 0.15999999999999998, 0.02]	"[6.76829724e-02 5.68044198e-17 1.37554998e-16 0.00000000e+00
 9.32317028e-01 8.64253069e-17 7.60999433e-17]"	6.979379415512085
1128	0.1052963475823933	[0.09999999999999999, 0.16999999999999998, 0.0]	"[4.54554660e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.54544534e-01 0.00000000e+00 3.31662549e-17]"	7.050826787948608
1129	0.10664686013630406	[0.09999999999999999, 0.16999999999999998, 0.01]	"[0.05214727 0.         0.         0.         0.94785273 0.
 0.        ]"	12.16272783279419
1130	0.10790285375741603	[0.09999999999999999, 0.16999999999999998, 0.02]	"[0.05833405 0.         0.         0.         0.94166595 0.
 0.        ]"	9.04628610610962
1131	0.10743288243040444	[0.09999999999999999, 0.17999999999999997, 0.0]	"[0.03682179 0.         0.         0.         0.96317821 0.
 0.        ]"	7.781864166259766
1132	0.10874339648005107	[0.09999999999999999, 0.17999999999999997, 0.01]	"[4.33838905e-02 0.00000000e+00 6.16630965e-17 0.00000000e+00
 9.56616110e-01 4.01983600e-17 0.00000000e+00]"	8.354583978652954
1133	0.10995796641533134	[0.09999999999999999, 0.17999999999999997, 0.02]	"[4.94380308e-02 1.56699856e-17 1.57915851e-17 3.42928901e-17
 9.50561969e-01 5.07581919e-17 1.68993046e-16]"	6.325715065002441
1134	0.10944193523037171	[0.09999999999999999, 0.18999999999999995, 0.0]	"[2.85657797e-02 6.14328895e-17 0.00000000e+00 0.00000000e+00
 9.71434220e-01 0.00000000e+00 6.66960229e-17]"	5.993073463439941
1135	0.11071018147930099	[0.09999999999999999, 0.18999999999999995, 0.01]	"[3.50333299e-02 3.38306170e-17 1.07751311e-16 0.00000000e+00
 9.64966670e-01 3.52908020e-17 1.44414082e-16]"	14.895281791687012
1136	0.11188113478485902	[0.09999999999999999, 0.18999999999999995, 0.02]	"[4.10030042e-02 9.79116463e-16 1.60509531e-15 0.00000000e+00
 9.58996996e-01 1.95675606e-15 7.74012480e-15]"	14.368387460708618
1137	0.11132719037130774	[0.09999999999999999, 0.19999999999999996, 0.0]	"[2.07422617e-02 3.31467408e-17 6.17056124e-17 0.00000000e+00
 9.79257738e-01 1.68156136e-16 1.66270144e-16]"	6.64611554145813
1138	0.11255101112828408	[0.09999999999999999, 0.19999999999999996, 0.01]	"[2.70615662e-02 0.00000000e+00 5.08380641e-17 5.78598816e-17
 9.72938434e-01 0.00000000e+00 1.71797580e-16]"	10.894996643066406
1139	0.11367626179533136	[0.09999999999999999, 0.19999999999999996, 0.02]	"[3.29022638e-02 8.85192618e-16 6.73819467e-17 0.00000000e+00
 9.67097733e-01 1.20992686e-16 1.22708156e-16]"	24.670207262039185
1140	0.11309199105593286	[0.09999999999999999, 0.20999999999999996, 0.0]	"[1.32819692e-02 0.00000000e+00 3.59743674e-16 0.00000000e+00
 9.86718031e-01 0.00000000e+00 0.00000000e+00]"	6.905470609664917
1141	0.11426932898864316	[0.09999999999999999, 0.20999999999999996, 0.01]	"[1.94347243e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.80565276e-01 2.79923758e-16 1.23307108e-16]"	28.583272695541382
1142	0.11534688776004212	[0.09999999999999999, 0.20999999999999996, 0.02]	"[2.51981422e-02 0.00000000e+00 1.53539446e-16 4.16888996e-16
 9.74801858e-01 7.91867186e-17 9.75972474e-17]"	7.9213526248931885
1143	0.11473938170125944	[0.09999999999999999, 0.21999999999999995, 0.0]	"[6.03952623e-03 3.66383217e-17 5.29689797e-20 2.73905393e-19
 9.93960474e-01 2.26091474e-17 1.61294705e-18]"	7.617723703384399
1144	0.11586827628676022	[0.09999999999999999, 0.21999999999999995, 0.01]	"[1.21290781e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.87870922e-01 5.26501183e-18 0.00000000e+00]"	8.209390878677368
1145	0.11689624590404099	[0.09999999999999999, 0.21999999999999995, 0.02]	"[1.77556029e-02 0.00000000e+00 5.55865540e-18 4.03712714e-17
 9.82244397e-01 1.36270641e-17 0.00000000e+00]"	8.519734382629395
1146	0.11627242509495986	[0.09999999999999999, 0.22999999999999995, 0.0]	"[1.12688115e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 3.21900125e-17]"	4.395481586456299
1147	0.1173507330276425	[0.09999999999999999, 0.22999999999999995, 0.01]	"[5.09559471e-03 0.00000000e+00 3.92257708e-18 3.53627167e-18
 9.94904405e-01 8.50448501e-18 1.89888873e-16]"	7.582425355911255
1148	0.11832730092459817	[0.09999999999999999, 0.22999999999999995, 0.02]	"[1.06126684e-02 0.00000000e+00 9.32835118e-18 1.64302423e-17
 9.89387332e-01 0.00000000e+00 1.09063388e-17]"	13.27698564529419
1149	0.11771292075643171	[0.09999999999999999, 0.23999999999999994, 0.0]	"[6.78670165e-16 3.07461290e-17 1.08547998e-16 0.00000000e+00
 1.00000000e+00 0.00000000e+00 2.21909279e-16]"	5.512303829193115
1150	0.118720356251421	[0.09999999999999999, 0.23999999999999994, 0.01]	"[0.00000000e+00 1.18193197e-16 8.27657505e-17 0.00000000e+00
 1.00000000e+00 5.40855094e-17 0.00000000e+00]"	5.527709245681763
1151	0.11964278513264072	[0.09999999999999999, 0.23999999999999994, 0.02]	"[3.73606128e-03 0.00000000e+00 4.85359577e-17 0.00000000e+00
 9.96263939e-01 0.00000000e+00 3.32318365e-20]"	20.326393842697144
1152	0.1190734164178324	[0.09999999999999999, 0.24999999999999992, 0.0]	"[1.54797690e-16 1.48248280e-16 4.75116399e-17 2.39246933e-16
 1.00000000e+00 7.00776806e-17 7.41555625e-17]"	4.930417060852051
1153	0.12000085191285725	[0.09999999999999999, 0.24999999999999992, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 2.10760390e-16
 1.00000000e+00 4.35961656e-19 7.82890772e-17]"	5.096556186676025
1154	0.12084828740788213	[0.09999999999999999, 0.24999999999999992, 0.02]	"[8.33092032e-17 0.00000000e+00 3.84431383e-17 0.00000000e+00
 1.00000000e+00 5.85620790e-17 8.20496375e-17]"	4.289050340652466
1155	0.1203539120792704	[0.09999999999999999, 0.2599999999999999, 0.0]	"[0.00000000e+00 0.00000000e+00 3.13900946e-17 1.83422718e-15
 1.00000000e+00 0.00000000e+00 1.16777665e-16]"	5.598240613937378
1156	0.1212013475742935	[0.09999999999999999, 0.2599999999999999, 0.01]	[0. 0. 0. 0. 1. 0. 0.]	5.5327064990997314
1157	0.12196878306931838	[0.09999999999999999, 0.2599999999999999, 0.02]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 6.06126806e-16 0.00000000e+00]"	5.233047962188721
1158	0.12155440774070486	[0.09999999999999999, 0.2699999999999999, 0.0]	"[0.00000000e+00 2.67424437e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.885572910308838
1159	0.12232184323572975	[0.09999999999999999, 0.2699999999999999, 0.01]	"[0.00000000e+00 6.15609962e-17 4.84998967e-17 0.00000000e+00
 1.00000000e+00 0.00000000e+00 7.31824740e-17]"	5.16572904586792
1160	0.12300927873075466	[0.09999999999999999, 0.2699999999999999, 0.02]	"[0.00000000e+00 3.93901919e-17 4.84299223e-17 2.52286164e-16
 1.00000000e+00 7.14785444e-18 0.00000000e+00]"	4.404736518859863
1161	0.12267490340214109	[0.09999999999999999, 0.2799999999999999, 0.0]	"[1.10164193e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.105839967727661
1162	0.12336233889716601	[0.09999999999999999, 0.2799999999999999, 0.01]	"[0.00000000e+00 1.17533473e-17 1.26626042e-17 0.00000000e+00
 1.00000000e+00 1.19901951e-18 2.68329446e-18]"	4.971556663513184
1163	0.1239697743921909	[0.09999999999999999, 0.2799999999999999, 0.02]	[0. 0. 0. 0. 1. 0. 0.]	4.546015739440918
1164	0.12371539906357742	[0.09999999999999999, 0.2899999999999999, 0.0]	"[1.42026073e-16 0.00000000e+00 5.46619723e-18 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.8841564655303955
1165	0.12432283455860066	[0.09999999999999999, 0.2899999999999999, 0.01]	"[0.00000000e+00 0.00000000e+00 1.06326461e-17 1.51818856e-14
 1.00000000e+00 5.74787567e-17 0.00000000e+00]"	5.494051218032837
1166	0.12485027005362717	[0.09999999999999999, 0.2899999999999999, 0.02]	"[5.08733152e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.2460777759552
1167	0.12467589472501364	[0.09999999999999999, 0.29999999999999993, 0.0]	"[1.46809481e-16 6.97962883e-17 5.62565365e-18 1.44750162e-17
 1.00000000e+00 4.57439460e-17 9.22971648e-17]"	5.1784491539001465
1168	0.12520333022003852	[0.09999999999999999, 0.29999999999999993, 0.01]	"[3.86050219e-17 8.98964223e-18 0.00000000e+00 3.22615679e-16
 1.00000000e+00 1.51032381e-17 1.05714734e-17]"	5.0310046672821045
1169	0.12565076571506345	[0.09999999999999999, 0.29999999999999993, 0.02]	"[2.23892544e-17 0.00000000e+00 0.00000000e+00 1.19455707e-17
 1.00000000e+00 1.20723906e-17 8.32235388e-18]"	4.378758430480957
1170	0.12555639038644986	[0.09999999999999999, 0.30999999999999994, 0.0]	"[0.00000000e+00 0.00000000e+00 5.77353017e-17 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.89469313621521
1171	0.1260038258814747	[0.09999999999999999, 0.30999999999999994, 0.01]	"[0.00000000e+00 4.62703498e-17 2.63142822e-18 2.87909128e-16
 1.00000000e+00 2.01276089e-17 0.00000000e+00]"	5.176104784011841
1172	0.12637126137649968	[0.09999999999999999, 0.30999999999999994, 0.02]	"[2.87210885e-17 0.00000000e+00 0.00000000e+00 1.03795462e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.632905006408691
1173	0.12635688604788614	[0.09999999999999999, 0.3199999999999999, 0.0]	[0. 0. 0. 0. 1. 0. 0.]	5.172696113586426
1174	0.126724321542911	[0.09999999999999999, 0.3199999999999999, 0.01]	"[0.00000000e+00 7.04467503e-17 6.66575031e-17 1.99511295e-16
 1.00000000e+00 4.09889895e-17 2.15099421e-17]"	5.138177871704102
1175	0.12701175703793588	[0.09999999999999999, 0.3199999999999999, 0.02]	"[1.26502699e-16 0.00000000e+00 0.00000000e+00 1.58799845e-16
 1.00000000e+00 3.29902681e-19 8.38343333e-18]"	4.34040904045105
1176	0.1270773817093224	[0.09999999999999999, 0.32999999999999985, 0.0]	"[0.00000000e+00 2.36739270e-17 3.71463532e-17 0.00000000e+00
 1.00000000e+00 3.36997219e-17 0.00000000e+00]"	4.98940634727478
1177	0.12736481720434703	[0.09999999999999999, 0.32999999999999985, 0.01]	"[0.00000000e+00 2.22231266e-16 6.83513118e-17 1.79927874e-15
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.42488956451416
1178	0.12757225269937134	[0.09999999999999999, 0.32999999999999985, 0.02]	"[1.38678319e-14 3.55265383e-16 5.52357696e-17 1.99036970e-14
 1.00000000e+00 2.48406303e-16 2.64720196e-16]"	5.7421650886535645
1179	0.12771787737075863	[0.09999999999999999, 0.33999999999999986, 0.0]	"[7.07311562e-17 0.00000000e+00 0.00000000e+00 7.22632384e-17
 1.00000000e+00 2.89718435e-19 3.46975919e-17]"	4.7762837409973145
1180	0.12792531286578318	[0.09999999999999999, 0.33999999999999986, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.21033927e-15
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.294196605682373
1181	0.1280527483608084	[0.09999999999999999, 0.33999999999999986, 0.02]	"[8.16191295e-17 0.00000000e+00 4.66480829e-17 1.23045865e-17
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.110637903213501
1182	0.12827837303219486	[0.09999999999999999, 0.34999999999999987, 0.0]	"[0.00000000e+00 0.00000000e+00 2.73329741e-17 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.349818468093872
1183	0.12840580852718078	[0.09999999999999999, 0.34999999999999987, 0.01]	"[1.70110301e-14 2.21962422e-15 3.04215736e-16 3.97303051e-13
 1.00000000e+00 1.94103729e-15 3.73013297e-15]"	5.104785203933716
